[0, 0, 0]
Voltage_1 (1)	Current_1 (1)	logcurrent
2.551596	0.014677	-4.2214736363531
2.556332	0.015553	-4.1635017329197
2.561197	0.016482	-4.1054864026409
2.566175	0.017465	-4.0475564007233
2.571341	0.01851	-3.9894441523967
2.576624	0.019618	-3.93130776684
2.582066	0.020789	-3.8733312783172
2.5877	0.022037	-3.8150324201145
2.593431	0.023352	-3.7570726454303
2.599291	0.024748	-3.6990106013134
2.60537	0.026231	-3.6408133615449
2.611601	0.027801	-3.5826832877095
2.618	0.029458	-3.5247897589148
2.624575	0.031217	-3.4667924607606
2.631344	0.03308	-3.4088264088266
2.638321	0.035061	-3.350665877363
2.64551	0.037159	-3.2925492760552
2.652912	0.03938	-3.2344972057712
2.660517	0.04173	-3.1765349843787
2.668406	0.044224	-3.1184876508369
2.676455	0.046866	-3.0604628131259
2.684772	0.049669	-3.0023742829425
2.693306	0.052637	-2.9443359844706
2.702122	0.055787	-2.8862144116481
2.711115	0.059115	-2.8282705796671
2.720423	0.062651	-2.7701756360755
2.730003	0.066399	-2.7120732828541
2.739838	0.070362	-2.6541019342752
2.749928	0.074564	-2.5960974619751
2.760323	0.079022	-2.5380289842711
2.770966	0.083741	-2.4800265767381
2.781919	0.088742	-2.4220219955346
2.793156	0.094053	-2.3638968258172
2.804716	0.099668	-2.3059106164226
2.814926	0.105167	-2.2522057161019
2.827213	0.111492	-2.193802439535
2.839773	0.118191	-2.1354533190411
2.852604	0.12525	-2.0774435390172
2.865808	0.132799	-2.0189185720886
2.879307	0.140741	-1.9608339571684
2.893166	0.149184	-1.9025748355688
2.907299	0.158083	-1.8446350674299
2.921787	0.167567	-1.7863720076957
2.93668	0.177609	-1.7281707740324
2.95174	0.188204	-1.6702287980716
2.967445	0.199531	-1.6117856662526

