[0, 0, 0]
Voltage_1 (1)	Current_1 (1)	Voltage_2 (1)	Current_2 (1)	cellpower
2.879419	-0.032038	20.9999	0.327958	-0.092250825922
2.89944	-0.031441	20.99992	0.327938	-0.09116129304
2.919446	-0.030822	20.9999	0.327941	-0.089983164612
2.939468	-0.030186	20.9999	0.327931	-0.088730781048
2.959507	-0.029529	20.9999	0.327928	-0.087391282203
2.979515	-0.028869	20.99989	0.327925	-0.086015618535
2.999534	-0.028204	20.9999	0.327929	-0.084598856936
3.019552	-0.027543	20.99991	0.327924	-0.083167520736
3.039574	-0.026867	20.9999	0.327903	-0.081664234658
3.059586	-0.026173	20.99989	0.327892	-0.080078544378
3.079618	-0.025467	20.99989	0.327887	-0.078428631606
3.099631	-0.024758	20.99987	0.327896	-0.076740664298
3.11964	-0.024013	20.99991	0.327886	-0.07491191532
3.139666	-0.023287	20.99989	0.327892	-0.073113402142
3.159683	-0.022557	20.9999	0.327893	-0.071272969431
3.179712	-0.02181	20.99989	0.327882	-0.06934951872
3.199723	-0.021048	20.9999	0.327876	-0.067347769704
3.219743	-0.020277	20.99987	0.327862	-0.065286728811
3.239749	-0.019478	20.99988	0.327868	-0.063103831022
3.259756	-0.018675	20.99991	0.327858	-0.0608759433
3.279779	-0.017877	20.9999	0.327835	-0.058632609183
3.299824	-0.017058	20.99989	0.327841	-0.056288397792
3.319851	-0.016226	20.99988	0.32784	-0.053867902326
3.339862	-0.015386	20.99989	0.327829	-0.051387116732
3.359863	-0.014538	20.99988	0.327828	-0.048845688294
3.379887	-0.013677	20.99989	0.327834	-0.046226714499
3.399916	-0.012795	20.99989	0.327823	-0.04350192522
3.419925	-0.011904	20.99987	0.327816	-0.0407107872
3.439935	-0.011005	20.9999	0.327806	-0.037856484675
3.459938	-0.010102	20.9999	0.327807	-0.034952293676
3.479736	-0.00918	20.9999	0.327799	-0.03194397648
3.499769	-0.008252	20.99989	0.3278	-0.028880093788
3.519827	-0.007311	20.9999	0.327806	-0.025733455197
3.539841	-0.006357	20.99988	0.32779	-0.022502769237
3.559889	-0.005384	20.99987	0.327775	-0.019166442376
3.579912	-0.004397	20.99989	0.327767	-0.015740873064
3.599956	-0.003405	20.99989	0.327779	-0.01225785018
3.619983	-0.002402	20.99989	0.327771	-0.008695199166
3.640043	-0.001388	20.99989	0.327763	-0.005052379684
3.660019	-0.000342	20.99992	0.327747	-0.001251726498
3.680236	0.000689	20.99989	0.327746	0.002535682604
3.700175	0.001766	20.9999	0.327738	0.00653450905

