[0, 0, 0]
Voltage_1 (1)	Current_1 (1)	Voltage_2 (1)	Current_2 (1)	logcurrent
2.916212	0.01119	4.480303	-6.670712e-010	-4.4927347566583
2.918562	0.011291	4.520531	5.617493e-010	-4.4837493307838
2.920872	0.01139	4.560152	-2.169921e-010	-4.475019501523
2.923201	0.011491	4.600251	-6.013242e-010	-4.4661911587066
2.925488	0.01159	4.640377	7.083869e-010	-4.4576126216305
2.927801	0.011691	4.680097	-1.967616e-010	-4.4489359639575
2.930073	0.01179	4.720526	-3.788386e-010	-4.4405035644329
2.932365	0.011891	4.760663	7.185001e-010	-4.4319734675267
2.93461	0.01199	4.80004	-1.765316e-010	-4.4236823099427
2.936884	0.012091	4.840444	-4.698333e-010	-4.41529390479
2.939119	0.01219	4.880859	5.668302e-010	-4.407139335489
2.941393	0.012291	4.920303	-1.967644e-010	-4.3988879917493
2.943602	0.01239	4.960061	-5.55806e-010	-4.3908655833411
2.945845	0.012491	5.000163	6.274855e-010	-4.3827468939984
2.948048	0.01259	5.039982	1.825019e-010	-4.3748524309259
2.950274	0.012691	5.079557	-5.911927e-010	-4.3668621981541
2.952454	0.01279	5.120409	4.656708e-010	-4.3590916633914
2.954664	0.012891	5.160411	-2.01824e-010	-4.3512258855212
2.95686	0.012992	5.200516	-5.811022e-010	-4.3434214955628
2.959021	0.013091	5.240376	5.971494e-010	-4.3358303077842
2.961205	0.013192	5.280454	-1.765366e-010	-4.3281446937248
2.963346	0.013291	5.31939	-3.636226e-010	-4.3206681645429
2.965528	0.013392	5.360793	7.589778e-010	-4.313097765235
2.967649	0.013491	5.400278	-2.220519e-010	-4.3057324825255
2.969803	0.013592	5.439861	-4.546531e-010	-4.2982738946125
2.971916	0.013691	5.480459	6.679342e-010	-4.2910165963305
2.974068	0.013792	5.52063	-3.38385e-010	-4.2836665650608
2.976181	0.013891	5.560256	-1.714897e-010	-4.2765141305669
2.97831	0.013992	5.600341	7.235567e-010	-4.2692695412658
2.980404	0.014091	5.64021	-3.686916e-010	-4.2622189832692
2.982517	0.014191	5.680225	6.173567e-010	-4.2551473181297
2.984591	0.014291	5.720324	-6.013183e-010	-4.2481253104825
2.986687	0.014391	5.760432	3.443144e-010	-4.2411522677941
2.988743	0.01449	5.799848	4.100439e-010	-4.2342965226495
2.990837	0.014591	5.840812	-6.316598e-010	-4.2273503787003
2.992882	0.01469	5.879862	3.797088e-010	-4.2205882887964
2.994949	0.014791	5.920924	2.684681e-010	-4.2137363912929
2.996973	0.01489	5.959735	-7.0245e-010	-4.2070654322862
2.999043	0.014991	6.000104	3.645335e-010	-4.200305257952
3.001064	0.01509	6.039649	2.583537e-010	-4.1937230062024
3.003101	0.015191	6.079969	-5.001798e-010	-4.1870521317566
3.005104	0.01529	6.119826	2.07786e-010	-4.1805562590412
3.007124	0.015391	6.160598	6.881606e-010	-4.1739723559843
3.009113	0.01549	6.199749	-4.19269e-010	-4.1675606245534
3.011148	0.015591	6.239862	2.532932e-010	-4.1610614542877
3.013157	0.015691	6.279164	2.785702e-010	-4.1546679794052
3.015129	0.015791	6.319985	-5.962673e-010	-4.1483151214976
3.01712	0.015891	6.360201	6.376109e-010	-4.1420023677516
3.019087	0.015991	6.400363	-3.484799e-010	-4.1357292150048
3.021078	0.016091	6.440117	-1.411337e-010	-4.1294951695051
3.023018	0.01619	6.479774	4.454394e-010	-4.1233615112926
3.024994	0.016291	6.519737	-2.827321e-010	-4.1171424708981
3.026936	0.01639	6.559593	3.089138e-010	-4.1110838862264
3.028904	0.016491	6.599653	4.578976e-013	-4.1049405014355
3.030811	0.01659	6.639971	1.057056e-011	-4.0989551747798
3.032757	0.016691	6.679883	-2.87789e-010	-4.0928856269859
3.034678	0.01679	6.719742	3.797088e-010	-4.0869718078927
3.036627	0.016891	6.759749	-3.231837e-010	-4.0809743432839
3.038513	0.01699	6.800077	-6.528758e-011	-4.0751303432983
3.040449	0.01709	6.839514	1.015947e-010	-4.0692617818546
3.042336	0.017189	6.87999	2.280112e-010	-4.0634856346361
3.044258	0.01729	6.920375	6.224406e-010	-4.0576269792869
3.046125	0.017389	6.960215	-1.360813e-010	-4.0519174565822
3.04805	0.01749	7.000118	-2.018185e-010	-4.0461259899516
3.049917	0.017589	7.040047	7.185095e-010	-4.0404815723319
3.051821	0.01769	7.079722	-4.748804e-010	-4.0347557708104
3.053682	0.017789	7.120057	2.532941e-010	-4.029174990239
3.055569	0.01789	7.160132	3.190327e-010	-4.0235133814615
3.057402	0.017989	7.199558	6.426431e-010	-4.0179948190016
3.059292	0.01809	7.239864	-3.990283e-010	-4.0123959795749
3.061121	0.018189	7.280192	-1.411494e-010	-4.0069382632244
3.062992	0.01829	7.319715	6.173722e-010	-4.0014008165794
3.064812	0.018389	7.360985	-6.418113e-010	-3.9960026192234
3.066662	0.01849	7.399703	3.6959e-010	-3.9905252335831
3.068521	0.01859	7.440247	1.825019e-010	-3.9851314772488
3.070332	0.018689	7.480632	-4.900761e-010	-3.979820163494
3.072174	0.01879	7.520391	7.539062e-010	-3.9744304655568
3.07399	0.018889	7.560575	-3.737732e-010	-3.9691755369325
3.075825	0.01899	7.600736	2.583497e-010	-3.9638427541579
3.077614	0.019089	7.640802	3.291491e-010	-3.9586430260634
3.079433	0.01919	7.679638	-5.911692e-010	-3.9533659689625
3.081221	0.019289	7.720376	6.274815e-010	-3.94822029374
3.083038	0.01939	7.760307	-3.737814e-010	-3.9429978097276
3.08482	0.019489	7.801497	3.585171e-011	-3.9379050751423
3.086617	0.01959	7.840308	2.381276e-010	-3.9327360470257
3.088379	0.019689	7.881597	-5.810964e-010	-3.9276951748224
3.090174	0.01979	7.920317	6.021948e-010	-3.9225785193677
3.091938	0.019889	7.960443	-2.574474e-010	-3.917588463901
3.093727	0.01999	8.00067	-2.422797e-010	-3.9125231304698
3.095482	0.020089	8.040327	6.47712e-010	-3.9075828774021
3.097261	0.02019	8.080324	-5.254644e-010	-3.9025678466574
3.099007	0.020289	8.120654	4.403903e-010	-3.8976764117212
3.100769	0.02039	8.160079	-1.714772e-010	-3.8927106943958
3.102491	0.020489	8.199841	-1.714698e-010	-3.8878671222171
3.104258	0.02059	8.240739	3.695975e-010	-3.8829497579424
3.105988	0.020689	8.280196	-6.215337e-010	-3.8781531209205
3.107727	0.02079	8.320054	7.437732e-010	-3.8732831771122
3.109444	0.020889	8.360621	-5.507379e-010	-3.8685325743536
3.111179	0.02099	8.399905	3.79697e-010	-3.8637091451496
3.112871	0.021089	8.441385	4.596801e-011	-3.8590037014525
3.114567	0.02119	8.481349	7.589678e-010	-3.8542259067019
3.116253	0.021291	8.520768	-5.153558e-010	-3.8494708307712
3.117922	0.02139	8.560698	1.521626e-010	-3.8448317558878
3.119608	0.021491	8.59946	1.774427e-010	-3.8401210361391
3.121279	0.02159	8.640309	-4.142076e-010	-3.8355250344554
3.122974	0.021691	8.681032	6.780779e-010	-3.8308578510106
3.124638	0.02179	8.720301	-6.822291e-010	-3.8263041300256
3.12635	0.021891	8.760868	5.718591e-010	-3.8216796855305
3.128014	0.02199	8.800221	-3.282444e-010	-3.8171674744155
3.129713	0.022091	8.840782	5.607729e-011	-3.8125849932221
3.131378	0.02219	8.880834	2.532979e-010	-3.8081135420376
3.133074	0.022291	8.920939	-6.519256e-010	-3.8035722694233
3.134733	0.02239	8.959847	7.083731e-010	-3.7991408483715
3.136429	0.022491	9.000256	-3.282406e-010	-3.7946400497931
3.138079	0.02259	9.039519	3.585824e-011	-3.7902479485022
3.139761	0.022691	9.080395	2.98806e-010	-3.785786908883
3.141409	0.02279	9.119933	-7.176206e-010	-3.7814334357245
3.143087	0.022891	9.159746	7.387119e-010	-3.7770114587723
3.14473	0.02299	9.200232	4.091108e-011	-3.772695940207
3.146393	0.023091	9.240598	1.774453e-010	-3.7683123477618
3.148029	0.02319	9.280052	-2.675613e-010	-3.7640341277147
3.149687	0.023291	9.319408	6.527478e-010	-3.7596882591249
3.15131	0.02339	9.360883	-5.103145e-010	-3.755446698386
3.152958	0.02349	9.400237	4.151049e-010	-3.7511804803113
3.154572	0.02359	9.440679	-1.613683e-010	-3.7469323855626
3.156204	0.02369	9.480514	-3.130809e-010	-3.7427022608114
3.157801	0.02379	9.519917	7.640094e-010	-3.7384899546673
3.159431	0.02389	9.5598	-6.063692e-010	-3.7342953176444
3.16103	0.02399	9.599962	4.504985e-010	-3.7301182021305
3.162647	0.02409	9.640304	3.079724e-011	-3.7259584623554
3.164274	0.024191	9.681083	-1.765467e-010	-3.7217746158182
3.165865	0.02429	9.720506	6.527686e-010	-3.7176905359681
3.167494	0.024391	9.760286	-5.45692e-010	-3.7135410671848
3.169086	0.02449	9.80045	4.049917e-010	-3.7094904080181
3.170691	0.024591	9.840287	2.735216e-010	-3.7053747566431
3.172279	0.02469	9.88037	-2.473336e-010	-3.701356975625
3.173889	0.024791	9.920534	4.960103e-010	-3.6972745949023
3.175467	0.02489	9.960676	-6.670648e-010	-3.6932891626026
3.177057	0.024991	10.00019	4.403829e-010	-3.6892395189295

