[0, 0, 0]
Voltage_1 (1)	Current_1 (1)	Current_2 (1)	logcurrent	opticalpower	wallplug
2.913179	0.105428	0.028397	-2.2497270235059	0.19187162162162	0.62472316133261
2.915146	0.106422	0.028654	-2.2403429565306	0.19360810810811	0.62406785653752
2.917095	0.107411	0.028911	-2.2310926812954	0.19534459459459	0.6234506262847
2.91909	0.108431	0.029171	-2.2216412530007	0.19710135135135	0.62271403429374
2.921007	0.109422	0.029426	-2.2125433123194	0.19882432432432	0.62205998996084
2.922924	0.110419	0.029682	-2.2034730584976	0.20055405405405	0.62139837387505
2.92486	0.111432	0.029942	-2.1943407395964	0.20231081081081	0.6207319247453
2.926743	0.112425	0.030196	-2.1854689463254	0.20402702702703	0.62006928151636
2.928663	0.113438	0.030455	-2.1764988468192	0.20577702702703	0.61939675676422
2.930532	0.114436	0.03071	-2.1677395642248	0.2075	0.61874109841693
2.932392	0.115428	0.030963	-2.1591083200237	0.20920945945946	0.6180848812151
2.934275	0.116436	0.031221	-2.150413513151	0.2109527027027	0.61744318715754
2.936111	0.117433	0.031473	-2.141887320797	0.21265540540541	0.61675659275099
2.937965	0.118441	0.031731	-2.1333403326908	0.21439864864865	0.61613142565197
2.939804	0.119438	0.031984	-2.1249578707005	0.21610810810811	0.61547463920842
2.941614	0.120434	0.032236	-2.116653393946	0.21781081081081	0.61481525808274
2.943449	0.121445	0.032492	-2.1082937935869	0.21954054054054	0.61415582400262
2.945234	0.122437	0.032742	-2.1001586670019	0.22122972972973	0.61349496615977
2.947006	0.12343	0.032994	-2.0920810852263	0.22293243243243	0.61287443462576
2.948807	0.12444	0.033248	-2.0839316069527	0.22464864864865	0.61220582743626
2.950573	0.125435	0.033499	-2.0759675828683	0.22634459459459	0.61156838898195
2.952362	0.126441	0.033753	-2.0679794827764	0.22806081081081	0.61093236795806
2.954117	0.127435	0.034003	-2.0601488482994	0.22975	0.6102940064854
2.955845	0.128427	0.034252	-2.0523946294583	0.23143243243243	0.60965792784672
2.9576	0.129433	0.034506	-2.0445919062443	0.23314864864865	0.60904368944379
2.959328	0.130429	0.034755	-2.0369262615771	0.23483108108108	0.60839874513252
2.961063	0.131437	0.035009	-2.0292276296159	0.2365472972973	0.60778881667608
2.96278	0.132437	0.035258	-2.0216482183265	0.23822972972973	0.60713772546074
2.9645	0.133431	0.035508	-2.0141707886895	0.23991891891892	0.60653560536325
2.966192	0.134438	0.035759	-2.0066521527607	0.24161486486486	0.6059019464373
2.967869	0.13543	0.036006	-1.9993003773149	0.24328378378378	0.60527614196899
2.969551	0.136421	0.036254	-1.992009586479	0.24495945945946	0.60467525710362
2.971252	0.137431	0.036505	-1.9846333060102	0.24665540540541	0.60404103594113
2.972919	0.138423	0.036752	-1.9774410646347	0.24832432432432	0.60343143230874
2.974617	0.139435	0.037003	-1.9701567361299	0.25002027027027	0.60279877861981
2.976246	0.140427	0.037251	-1.9630674981869	0.25169594594595	0.6022222231649
2.977892	0.141419	0.037496	-1.9560281639667	0.25335135135135	0.6015981888953
2.979542	0.142431	0.037746	-1.9488976070675	0.25504054054054	0.6009733102643
2.981169	0.143424	0.037992	-1.9419500008037	0.2567027027027	0.60037419058064
2.982811	0.144433	0.038241	-1.9349395467769	0.25838513513514	0.59975704365721
2.98443	0.145427	0.038486	-1.9280810364863	0.26004054054054	0.59914869537488
2.986023	0.146417	0.038731	-1.9212965639778	0.26169594594595	0.59856641053275
2.987652	0.147429	0.038979	-1.9144085750234	0.26337162162162	0.59793785382802
2.989244	0.148421	0.039223	-1.9077024488264	0.26502027027027	0.59734106645078
2.990833	0.149413	0.039467	-1.9010409953434	0.26666891891892	0.59674920698824
2.992447	0.150421	0.039715	-1.8943172495539	0.26834459459459	0.59615324560188
2.994005	0.151413	0.039957	-1.8877440764074	0.26997972972973	0.59554622016501
2.995602	0.152424	0.040205	-1.8810891678134	0.27165540540541	0.59495056971939
2.99716	0.153416	0.040447	-1.8746020930109	0.27329054054054	0.59435239421914
2.998713	0.154411	0.04069	-1.8681374004058	0.27493243243243	0.5937625969361
3.000275	0.155418	0.040935	-1.8616370176405	0.27658783783784	0.59315842068185
3.001822	0.156413	0.041178	-1.8552553341206	0.27822972972973	0.59257831106182
3.003351	0.157407	0.04142	-1.8489204713066	0.27986486486486	0.59199528315242
3.004904	0.158418	0.041665	-1.8425181696943	0.28152027027027	0.59139077104239
3.006439	0.159412	0.041907	-1.8362632331509	0.28315540540541	0.59081491387471
3.00798	0.160418	0.042152	-1.8299723703945	0.28481081081081	0.59023971523394
3.009495	0.161413	0.042393	-1.8237889811606	0.28643918918919	0.58965814283535
3.010998	0.162407	0.042633	-1.8176497487352	0.28806081081081	0.58907279683558
3.012529	0.163417	0.042879	-1.8114500628002	0.28972297297297	0.58851083531844
3.014021	0.16441	0.043119	-1.8053919709594	0.29134459459459	0.58793926029769
3.015537	0.165421	0.043363	-1.7992615395184	0.29299324324324	0.58735720660795
3.017017	0.166409	0.043603	-1.7933066655192	0.29461486486486	0.58681348769325
3.018499	0.167405	0.043841	-1.7873392527946	0.29622297297297	0.58621816918154
3.020002	0.168413	0.044084	-1.7813359830038	0.29786486486486	0.58564769131195
3.021458	0.169411	0.044323	-1.7754275638074	0.29947972972973	0.58507193317337
3.022919	0.170403	0.044562	-1.7695890591081	0.30109459459459	0.58451978008694
3.024393	0.171411	0.044802	-1.7636910975148	0.30271621621622	0.58392729126798
3.025841	0.1724	0.045039	-1.7579379207525	0.30431756756757	0.58336941912692
3.027298	0.173409	0.045281	-1.7521023128684	0.3059527027027	0.58281065934664
3.028748	0.174403	0.045518	-1.7463865658203	0.30755405405405	0.58224311876893
3.030174	0.175393	0.045755	-1.7407261086204	0.30915540540541	0.58169726291828
3.031626	0.176406	0.045996	-1.7349671223825	0.31078378378378	0.58112475274755
3.033049	0.177398	0.046232	-1.7293594831274	0.31237837837838	0.58056763336543
3.034485	0.178404	0.046472	-1.7237046375629	0.314	0.58001612236975
3.035908	0.179402	0.046709	-1.7181261811476	0.31560135135135	0.57945933972811
3.03731	0.180396	0.046945	-1.7126008445484	0.31719594594595	0.57891073702855
3.038742	0.181406	0.047184	-1.7070176657731	0.31881081081081	0.5783457707382
3.040133	0.182402	0.04742	-1.7015422364897	0.32040540540541	0.57780015592037
3.041519	0.183395	0.047655	-1.6961129823449	0.32199324324324	0.57725636943542
3.042942	0.184404	0.047893	-1.6906262761209	0.32360135135135	0.57669517077656
3.044321	0.185398	0.048128	-1.6852504133951	0.32518918918919	0.57615669241865
3.045723	0.186408	0.048366	-1.6798174591967	0.3267972972973	0.5756036064501
3.047096	0.187398	0.048601	-1.6745205815934	0.32838513513514	0.57508547833964
3.04846	0.188394	0.048834	-1.6692197644808	0.32995945945946	0.57453040271848
3.049839	0.189405	0.049071	-1.6638676994234	0.33156081081081	0.57397746228974
3.051201	0.190397	0.049304	-1.6586439130515	0.33313513513514	0.57344202882233
3.052584	0.191413	0.049542	-1.6533218816846	0.33474324324324	0.5728920110224
3.053934	0.192402	0.049775	-1.6481683457942	0.33631756756757	0.57237456180374
3.055279	0.193399	0.050008	-1.6429998666071	0.33789189189189	0.57183755157758
3.05665	0.194408	0.050243	-1.6377962355392	0.33947972972973	0.57128655390263
3.057991	0.195403	0.050476	-1.6326911863695	0.34105405405405	0.57076296619797
3.059324	0.196401	0.050708	-1.627596791425	0.34262162162162	0.57022413862483
3.06068	0.197411	0.050944	-1.6224674291179	0.34421621621622	0.56969453351127
3.062	0.198406	0.051175	-1.6174398426532	0.34577702702703	0.56916232929523
3.063353	0.199418	0.05141	-1.6123521547161	0.34736486486486	0.56862308510779
3.064655	0.200413	0.051641	-1.6073750416159	0.34892567567568	0.56810086124999
3.065964	0.201403	0.051871	-1.6024474030787	0.35047972972973	0.56758370526504
3.067307	0.202417	0.052107	-1.5974253530011	0.35207432432432	0.56706145098703
3.068619	0.203417	0.052338	-1.5924972197058	0.35363513513514	0.56653297458866
3.069941	0.204429	0.052571	-1.5875345520471	0.35520945945946	0.56599421143161
3.071222	0.205419	0.0528	-1.5827034833315	0.35675675675676	0.565484084624
3.072519	0.206413	0.053029	-1.577876262862	0.35830405405405	0.56496312044786
3.073828	0.207425	0.053263	-1.5729854504318	0.35988513513514	0.56444710200626
3.075123	0.208423	0.053492	-1.5681856105094	0.36143243243243	0.56392193301607
3.076405	0.209419	0.053721	-1.5634182492273	0.36297972972973	0.56340770626612
3.077698	0.210429	0.053953	-1.558606974917	0.3645472972973	0.56288838744957
3.07897	0.211424	0.054182	-1.5538896831347	0.36609459459459	0.56238479985537
3.080259	0.212432	0.054413	-1.5491333418286	0.36765540540541	0.56186733234805
3.081524	0.213429	0.054641	-1.5444510543146	0.36919594594595	0.56135544485693
3.082781	0.214424	0.054868	-1.5397999157518	0.37072972972973	0.5608430566192
3.084063	0.215438	0.0551	-1.535082113849	0.3722972972973	0.56033059161639
3.085321	0.216433	0.055328	-1.5304742482571	0.37383783783784	0.55983419479635
3.086588	0.217444	0.055557	-1.5258139328692	0.37538513513514	0.55930793277794
3.087841	0.218443	0.055783	-1.5212301680441	0.37691216216216	0.55878802401092
3.089081	0.219434	0.05601	-1.5167037750525	0.37844594594595	0.55830387378076
3.090357	0.220446	0.056241	-1.5121025120468	0.38000675675676	0.55780248340806
3.091583	0.221438	0.056467	-1.5076126383855	0.38153378378378	0.55731398187584
3.092806	0.222429	0.05669	-1.503147329423	0.38304054054054	0.55680182881113
3.094061	0.223441	0.056919	-1.4986078818808	0.38458783783784	0.55629327272294
3.095264	0.22443	0.057144	-1.4941914244297	0.38610810810811	0.55581506728863
3.096516	0.225446	0.057374	-1.4896746165656	0.38766216216216	0.55531262992248
3.097727	0.226442	0.057598	-1.4852664374909	0.38917567567568	0.55481164115871
3.098948	0.227437	0.057821	-1.4808820020183	0.39068243243243	0.55430459142136
3.100174	0.228451	0.05805	-1.476433533657	0.39222972972973	0.55381074234768
3.101377	0.229447	0.058275	-1.4720832129707	0.39375	0.55332924090252
3.102596	0.230456	0.058502	-1.4676953241381	0.39528378378378	0.55283527981798
3.103779	0.23145	0.058725	-1.4633914115049	0.39679054054054	0.552348697901
3.104988	0.232445	0.058948	-1.459101641079	0.3982972972973	0.55185785000372
3.106209	0.233459	0.059175	-1.4547488061558	0.39983108108108	0.55136000102211
3.107386	0.23445	0.059397	-1.4505129334465	0.40133108108108	0.55088044115902
3.108572	0.235445	0.059619	-1.4462779384493	0.40283108108108	0.55039257818479
3.109779	0.236453	0.059845	-1.4420058223009	0.40435810810811	0.54991023250109
3.11095	0.237449	0.060066	-1.4378024154088	0.40585135135135	0.54941893201688
3.112144	0.238459	0.060291	-1.4335578911884	0.40737162162162	0.54893050979327
3.11331	0.239454	0.060511	-1.4293939473842	0.40885810810811	0.54843877473573
3.114483	0.240451	0.060732	-1.4252389523983	0.41035135135135	0.54795300845636
3.115671	0.241465	0.060956	-1.4210307439288	0.41186486486486	0.54745567703283
3.116829	0.242458	0.061177	-1.416926779481	0.41335810810811	0.54698695164972
3.118019	0.243469	0.061401	-1.4127656546257	0.41487162162162	0.54650142616234
3.119173	0.244462	0.061621	-1.4086954013689	0.41635810810811	0.54602962119044
3.120316	0.245457	0.06184	-1.4046334998381	0.41783783783784	0.54554900191183
3.121487	0.246471	0.062064	-1.4005109394792	0.41935135135135	0.54506800382965
3.122629	0.247464	0.062282	-1.3964901620984	0.42082432432432	0.544588439
3.123764	0.248462	0.0625	-1.3924653626436	0.4222972972973	0.5441017335937
3.124933	0.249472	0.062723	-1.3884085945371	0.42380405405405	0.54362896435068

