[0, 0, 0]
Voltage_1 (1)	Current_1 (1)	logcurrent
1.627009	0.000212	-8.4589242832923
1.629118	0.000225	-8.3994101557599
1.631219	0.000238	-8.3432398842928
1.633304	0.000253	-8.2821210692368
1.635389	0.000268	-8.2245235774534
1.637461	0.000284	-8.1665363198031
1.639529	0.000301	-8.1084002932154
1.641592	0.000319	-8.0503194551794
1.643647	0.000338	-7.9924646624813
1.645692	0.000358	-7.9349775715636
1.647737	0.000379	-7.8779743528818
1.649774	0.000402	-7.8190584693453
1.651804	0.000426	-7.7610712116949
1.653823	0.000451	-7.7040432184616
1.65584	0.000478	-7.6458998254728
1.657854	0.000507	-7.5869995543731
1.659864	0.000537	-7.5295124634554
1.661864	0.000569	-7.4716301238379
1.663858	0.000603	-7.4135933612371
1.665852	0.000639	-7.3556061035867
1.667842	0.000678	-7.2963632700239
1.669825	0.000718	-7.239040988916
1.671804	0.000761	-7.1808772001026
1.673781	0.000807	-7.1221868896943
1.675752	0.000855	-7.0644090890275
1.677725	0.000906	-7.0064712519213
1.679691	0.00096	-6.9485772735024
1.681658	0.001017	-6.8908981619157
1.683569	0.001077	-6.8335758808079
1.685543	0.001142	-6.7749741677483
1.687512	0.00121	-6.7171349193735
1.689471	0.001282	-6.6593339204837
1.691436	0.001359	-6.6010061438131
1.693387	0.00144	-6.5431121653942
1.69535	0.001526	-6.4851053461199
1.697315	0.001618	-6.4265644603458
1.69927	0.001714	-6.3689254588065
1.701233	0.001816	-6.311118998803
1.7032	0.001925	-6.2528293112424
1.70517	0.00204	-6.194805471126
1.707146	0.002163	-6.1362591320112
1.709116	0.002292	-6.0783304801296
1.711098	0.002429	-6.0202756289621
1.713077	0.002574	-5.9622941698082
1.715069	0.002728	-5.9041865390009
1.717056	0.002891	-5.8461528159479
1.719053	0.003064	-5.7880340271038
1.721055	0.003247	-5.7300237858614
1.723062	0.003441	-5.6719931521668
1.725084	0.003646	-5.6141246027257
1.727108	0.003864	-5.5560523626319
1.729146	0.004096	-5.4977443912449
1.731187	0.00434	-5.4398809308698
1.733242	0.004599	-5.3819163904244
1.73531	0.004874	-5.3238403237791
1.737386	0.005166	-5.2656565843085
1.739481	0.005475	-5.2075630032796
1.741582	0.005801	-5.1497249624982
1.743698	0.006148	-5.0916284533058
1.745837	0.006516	-5.0334945882423
1.74799	0.006905	-4.9755094921209
1.750158	0.007317	-4.9175548710802
1.752349	0.007755	-4.8594174823536
1.754555	0.008218	-4.8014284085209
1.756785	0.008709	-4.7433983052715
1.759039	0.00923	-4.6852962304674
1.761317	0.009781	-4.6273135506738
1.763621	0.010366	-4.5692240592146
1.765908	0.010977	-4.511953104277
1.768266	0.011632	-4.453995358191
1.770687	0.012334	-4.3953956024128
1.773102	0.013068	-4.3375887852433
1.775563	0.013848	-4.2796144611082
1.778065	0.014677	-4.2214736363531
1.780597	0.015553	-4.1635017329197
1.783179	0.016482	-4.1054864026409
1.785797	0.017465	-4.0475564007233
1.788473	0.01851	-3.9894441523967
1.791203	0.019618	-3.93130776684
1.793977	0.020789	-3.8733312783172
1.796885	0.022037	-3.8150324201145
1.79983	0.023352	-3.7570726454303
1.802808	0.024748	-3.6990106013134
1.805849	0.026231	-3.6408133615449
1.808921	0.027801	-3.5826832877095
1.812061	0.029459	-3.5247558128551
1.815329	0.031217	-3.4667924607606
1.818687	0.03308	-3.4088264088266
1.822113	0.035061	-3.350665877363
1.825568	0.037159	-3.2925492760552
1.829135	0.03938	-3.2344972057712
1.832818	0.04173	-3.1765349843787
1.836628	0.044224	-3.1184876508369
1.840539	0.046866	-3.0604628131259
1.844583	0.049669	-3.0023742829425
1.84875	0.052637	-2.9443359844706
1.853062	0.055787	-2.8862144116481
1.857487	0.059115	-2.8282705796671
1.862087	0.062651	-2.7701756360755
1.866829	0.066399	-2.7120732828541
1.871738	0.070362	-2.6541019342752
1.876825	0.074564	-2.5960974619751
1.882104	0.079022	-2.5380289842711
1.887559	0.083741	-2.4800265767381
1.893224	0.088743	-2.4220107269767
1.899109	0.094053	-2.3638968258172
1.905226	0.099668	-2.3059106164226
1.910709	0.105174	-2.2521391575137
1.917352	0.111501	-2.1937217195123
1.924268	0.118201	-2.135368713809
1.931426	0.12526	-2.0773637018849
1.938935	0.132804	-2.0188809219115
1.946724	0.140752	-1.9607558024718
1.954854	0.1492	-1.9024675912125
1.963267	0.158091	-1.8445844623833
1.972105	0.167576	-1.7863182992787
1.981313	0.17762	-1.7281088421518
1.990847	0.188215	-1.6701703525627
2.000931	0.199539	-1.6117455730358

